chewy_scraper_sample (1)
url,name,Brand,Description,Overall_Rating,Price,Main Ingredients,Ingredient_Analysis,Guaranteed_Analysis,Life_Stage,Allergy,Human_Grade,Images
https://www.chewy.com/dexas-popware-pets-polypropylene/dp/390213,"Dexas Popware For Pets Polypropylene Travel Dog Cup with Bottle Holder & Carabiner, 8-oz",Dexas Popware for Pets,"With the Dexas Polypropylene Travel Dog Cup with Bottle Holder & Carabiner, you’ll always be prepared with fresh water during your big adventures with your best friend. This silicone attachment easily fits over the neck of a bottle of water. Then, you can store it in your car or take it with you on a hike. When your dog is ready for a drink, slip the cup off the bottle, pop open the collapsible cup and pour in the water. This handy cup is paw-fect for hiking, camping, trips to the dog part and more. It collapses for space-saving storage and is dishwasher-safe for easy cleaning.",,$10.99,,,,,,,
https://www.chewy.com/exotic-nutrition-press-n-slide-small/dp/246427,Exotic Nutrition Press N' Slide Small Animal Feeding Station,Exotic Nutrition,"Make feeding your furry friend effortless with the Exotic Nutrition Press N' Slide Small Animal Feeding Station. This convenient pet feeding bowl makes serving your sidekick super easy. Simply press the button on the attachment and his dish will slide out from the holder. You’ll be able to fill it with food or clean out any leftovers without fumbling for hooks or taking half his bedding with you. When you’re done, slide the bowl back and it will lock into place to help eliminate any spills or messes. It’s crafted to be chew-resistant, stain-resistant and fit just about any wire cage without any tools required.",,$14.49,,,,,,,
https://www.chewy.com/smart-cookie-barkery-endurance-beef/dp/224900,"Smart Cookie Barkery Endurance Beef Grain-Free Dog Treats, 8-oz bag",Smart Cookie Barkery,"Give your active dog a beefy boost when he’s feeling the burn with Smart Cookie Barkery Endurance Beef Dog Treats. He’ll love the extra energy provided to him with these handcrafted artisanal treats that are designed for ruff-and-ready dogs. Packed with high-protein ingredients including beef, organic quinoa and carrots, he’ll be ready to take on your next action-packed adventure. These single-protein-source treats are designed to be great for sensitive stomachs.",,$9.99,,,,,,,
https://www.chewy.com/blue-buffalo-wilderness-adult-chicken/dp/733462,Blue Buffalo Wilderness Chicken Adult Dry Dog Food,Blue Buffalo,"Give your barking bestie the nutrition she needs with Blue Buffalo Wilderness Chicken Adult Dry Dog Food! This high-protein dry food is made with real, high-quality chicken, antioxidants, vitamins and minerals. It features complex carbohydrates sourced from wholesome grains to help support an active lifestyle, and it also includes omega-3 and -6 fatty acids to promote a healthy coat and skin. It’s also free from chicken and poultry byproduct meals, corn, wheat, soy, artificial flavors and preservatives. Even the pickiest pups will lap up the irresistible taste, and you can rest easy knowing you’re giving her a fur-esh, high-quality meal!",,$64.98,,,,,,,
https://www.chewy.com/frisco-open-top-cat-litter-box-rim/dp/168291,"Frisco Open Top Cat Litter Box With Rim, Large 19-in",Frisco,"This open-top litter box from Frisco by Chewy provides a roomy, private place for cats to do their business. To keep litter and spray inside the box, there’s a rim around the sides and back wall that also acts as a privacy shield. Cats can step in and out of the box easily through the lowered front side, and the removable top rim and open-box design make it easy to scoop the litter or spot clean small messes. This litter box is made with BPA-free plastic that’s recyclable, so it’s ready for plenty of digging and pawing around, and perfect for eco-minded households.",,$11.07,,,,,,,
https://www.chewy.com/diphenhydramine-hcl-generic-capsules/dp/173476,Diphenhydramine HCl (Generic) Capsules,Diphenhydramine,"Diphenhydramine HCI, commonly known as Benadryl is an antihistamine prescribed to help relieve allergy symptoms. Some of these symptoms may include coughing and itching caused by insect bites, pollen, house dust along with other allergy triggers. This medication may also help control vomiting and motion sickness and may be prescribed as a mild sedative to help treat muscle tremors caused by toxins or other medications. Customers may receive this drug under the names Benadryl (Warner Lambert), Histacalm (Virbac).

**Proudly sourced directly from the manufacturer or their approved distributor. Guaranteed genuine and backed by the manufacturer.**",,$0.02,,,,,,,
https://www.chewy.com/petsmile-professional-toothbrush/dp/692998,"Petsmile Professional Toothbrush + Rotisserie Chicken Flavor Dog Toothpaste, 4.2-oz tube",Petsmile,"Petsmile Professional Dog & Cat Toothbrush — Your pup’s pearly whites and feline’s grin have never been brighter! The Petsmile Professional Pet Toothbrush is designed to effectively remove plaque, food and bacteria from teeth and gums. A patented 45-degree angled brush head allows side and center bristles to polish teeth while scrubbing hard-to-reach areas. Featuring dual ends that fit dogs and cats of all sizes, the toothbrush’s grip helps you stay in control if your pet is a bit unruly! Regular brushing helps reduce your furry friends’ risk of gum disease and tooth decay—how paw-some!

Petsmile Professional Rotisserie Chicken Flavor Dog Toothpaste, 4.2-oz tube — Prevention is the key to good oral health—keep your pal smiling with Petsmile Professional Rotisserie Chicken Flavor Pet Toothpaste! This pet toothpaste works to control plaque and tartar buildup for fresh breath, bright teeth and healthy gums. The proprietary formula is designed to dissolve the protein pellicle to which plaque, bacteria and stains adhere. Petsmile Professional’s no-brush formula is paw-fect for pets who won’t hold still for long—simply swipe on your pet’s teeth and gums, and you’re done! Plus, it features a drool-worthy rotisserie chicken flavor your pet can’t help but enjoy!",,$37.05,,,,,,,
https://www.chewy.com/vet-worthy-wild-alaskan-salmon-oil/dp/392601,"Vet Worthy Wild Alaskan Salmon Oil Blend Cat Supplement, 8-oz bottle",Vet Worthy,Help your furry friend look and feel paws-itively paw-some with this Vet Worthy Wild Alaskan Salmon Oil Blend Cat Supplement! This oil is packed with high levels of omega-3 and omega-6 fatty acids to support your cat companion’s skin and coat health. This oil is formulated by veterinarians and has a whisker-licking fish flavor that cats love!,,$14.99,,,,,,,
https://www.chewy.com/ultracruz-cooling-tendon-ligament/dp/237813,UltraCruz Cooling Tendon & Ligament Pain Relief Horse Gel,UltraCruz,"Help treat tendon and ligament problems in your hooved buddy with UltraCruz Cooling Tendon & Ligament Pain Relief Horse Gel. This unique treatment is crafted in a convenient gel form for easy application. It is designed to aid in the treatment of tendon and ligament problems in your horse such as bowed tendons, edema, suspensory ligament damage and wind puffs. It cools, draws and tightens with little to no scurfing for the wellbeing of your buddy. This critical care liniment is made to help relieve stiff and sore tendons and ligaments in all breeds and at any stage of life.",,$10.80,,,,,,,
https://www.chewy.com/frisco-celebration-dog-cat-pjs-small/dp/341393,Frisco Celebration Dog & Cat PJs,Frisco,"Every day should be a celebration when your pet is looking this darn good! Whether it’s time for bed or time to party, these PJs will look good on your pet, no matter what. The pullover style makes slipping in and out fast and easy, so there’s no time to be wasted getting ready for the big event. Both fashionable and functional, your furry friend won’t want to take these off, even when nap time is over. Talk about being the cat’s pajamas, er, and the dog’s pajamas. Frisco by Chewy has you covered with all the essentials for a happy pet, from potty supplies to apparel, toys, beds, dinnerware, leashes and collars, and lots more.",,$11.71,,,,,,,
https://www.chewy.com/weaver-leather-cotton-horse-lead-rope/dp/162281,Weaver Leather Cotton Horse Lead Rope,Weaver Leather,"Guide your pony around the paddock with comfort and ease using the Weaver Leather Cotton Horse Lead Rope. This heavy-duty cotton rope is made with a super-soft material that’s designed to prevent discomfort in your hand. A rust-resistant solid brass 225 snap hook provides strength and durability, while the braided and tied ends help reduce unravelling. The 5/8-inch rope measures a full 10 feet in length and comes in four primary colors to complement your tack and deliver years of dependable service.",,$15.59,,,,,,,
https://www.chewy.com/nixall-vetresponse-eye-ear-dog-cat/dp/228467,"Nixall VetResponse Eye & Ear Dog, Cat & Horse Wash",Nixall,"Relieve your pet’s itchy eyes and ears with Nixall VetResponse Eye & Ear Wash for Dog, Cat & Horse.  This gentle solution is tough on irritation while being gentle on your four-legged friend’s delicate skin. Use it to flush away pollutants, remove tear stains and accelerate healing without the sting or burn. This innovative product is safe to use on all pets and livestock, and the non-toxic environmentally-friendly formula is designed to be safe for use around the eyes, ears, nose and mouth.",,$17.95,,,,,,,
https://www.chewy.com/true-acre-foods-all-natural-puppy/dp/333089,True Acre Foods All-Natural Puppy Dental Teething Ring Original Flavor Dental Dog Treat,True Acre Foods,"Save your shoes, houseplants and furniture from puppy destruction with an irresistible teething treat. These ring-shaped treats are crafted with real chicken and lots of satisfying ridges to provide the fulfilling chewing experience that every puppy deserves during their teething phase. They’re specifically designed for small to medium-sized puppies, and they’re easy to digest as well, so you can rest assured that your pup will have a tummy-safe and tempting outlet for their chewing habits. Plus, these teething treats contain the omega-3 fatty acid DHA, which is crucial for a puppy’s healthy brain development. With these treats, getting through your new best friend's teething stage can be a breeze!",,$9.03,,,,,,,
https://www.chewy.com/marvel-s-venom-round-plush-squeaky/dp/247594,Marvel 's Venom Round Plush Squeaky Dog Toy,Marvel,"Make a furry Marvel fan’s day with the round Venom plush! This round plush, available only at Chewy, has a cuddleable cover, soft stuffing and a squeaker inside to keep your furry sidekick engaged in all the fun and games. Whether it’s time for interactive play like fetch or catch, a little bit of solo game time or your best friend just needs a good cuddle buddy, your pup’s favorite Marvel villain is up to the task!",,$4.10,,,,,,,
https://www.chewy.com/marvel-s-halloween-hulk-plush-rope/dp/294279,Marvel 's Halloween Hulk Plush with Rope Squeaky Dog Toy,Marvel,"This Halloween, bring out this Hulk toy for a smashing good time! Playtime is no match for your dog with the Halloween Hulk Plush with Rope Squeaky Dog Toy, available only at Chewy. Your pup will love playing fetch with their favorite Marvel character, and it even features a fun Halloween addition with two ghosts in the Hulk’s hands. The rope toys add an exciting element that your dog will flip for, plus it has built-in squeakers and crinkle paper to encourage your pup to engage in an epic play session.",,$10.78,,,,,,,
https://www.chewy.com/littlearth-ncaa-stretch-dog-cat/dp/310369,"Littlearth NCAA Stretch Dog & Cat Jersey, Alabama Crimson Tide",Littlearth,"Remember to measure your pet for the paw-fect fit. Get your basketball buddy in the spirit on game day with a Littlearth NCAA Stretch Dog & Cat Jersey. This officially-licensed NCAA jersey features stretch side panels to keep your BFF comfy, as well as the official team logo, wordmark and woven jock tag to complete his sporty look. Go team!",,$24.99,,,,,,,
https://www.chewy.com/rooster-booster-poultry-wound-all/dp/260025,"Rooster Booster Poultry Wound All-Natural Spray, 16-oz bottle",Rooster Booster,"Rooster Booster Poultry Wound Spray can gently soothe and treat wounds and abrasions on your feathered friends. This spray is safe for use on open wounds, and its non-irritating formula won’t sting when applied. It contains tea tree oil, a natural antiseptic that can help to prevent infection so your birdie friends return to their flap happy selves. It’s safe for use on all ages of birds, perfect for mixed flocks. There’s also no egg withdrawal period, so none of your flock’s eggs will go to waste while you’re treating your injured birds. ",,$22.49,,,,,,,
https://www.chewy.com/blue-buffalo-wilderness-trail-treats/dp/32106,Blue Buffalo Wilderness Trail Treats Grain-Free Salmon Biscuits Dog Treats,Blue Buffalo,"Give your wild buddy the thrill of a salmon run with Blue Buffalo Wilderness Trail Treats High Protein Grain Free Crunchy Dog Treats Biscuits, Salmon Recipe. These fine and fishy treats are stocked to the surface with protein-rich salmon and pack a satisfying crunch your dog will love. They’ve got a grain-free recipe and a tooth-healthy bite, with vitamins and fatty acids for a healthy boost. Feed them on the trail, in the dog park or even on the couch!",,$6.98,,,,,,,
https://www.chewy.com/herodog-outer-armor-boomerang-dog-toy/dp/342108,HeroDog Outer Armor Boomerang Dog Toy,HeroDog,"If you have a super chewer who plays rough, then the HeroDog Outer Armor Boomerang Dog Toy is perfect for your canine companion. Made with a special multi layered manufacturing process involving thermoplastic rubber and durable canvas, this dog toy will last for many play sessions to come. Sounds, textures, and bright colors keep your dog engaged for solo or companion play.",,$16.75,,,,,,,
https://www.chewy.com/gnc-pets-advanced-immune-support/dp/277811,"GNC Pets Advanced Immune Support Chicken Flavor Soft Chews Cat Supplement, 60 count",GNC Pets,"Help your fuzzy buddy battle back with GNC Pets Advanced Lysine Soft Chews. These supplements are purr-fect for cats over six months old. They are formulated to support immune system and respiratory functions using a blend of L-lysine, vitamin C and dried brewer’s yeast. These immune support chews are feature a delicious chicken flavor that’s kitty taste-tested and approved for your dude. They are crafted to be easy to swallow and ideal for cats who dislike taking pills.",,$4.79,,,,,,,
https://www.chewy.com/emerald-pet-chicky-twizzies-grain/dp/178277,Emerald Pet Chicky Twizzies Grain-Free Dog Treats,Emerald Pet,"Give your furry friend a fun and tasty reward with Emerald Pet’s Chicky Twizzies! These savory chicken chews are rawhide-free, 100% digestible and have a natural smoky flavor your dog will go head over paws for. Made without dairy, grains, corn, wheat or soy, these limited ingredient treats are paw-sitively perfect for pups with sensitivities to certain ingredients. Best of all, they are 100% free of anything artificial and are made in the USA with ingredients from the USA! And with two sizes of delectable, long-lasting Twizzies to choose from, how can you go wrong?",,$18.92,,,,,,,
https://www.chewy.com/bark-bars-honey-oats-dog-treats-12-oz/dp/238803,"Bark Bars Honey & Oats Dog Treats, 12-oz box",Bark Bars,"Snack time gets silly with Honey & Oats Dog Treats shaped like cats and postmen! These lip-smacking biscuits are made in small batches from all-natural ingredients. Free of artificial flavors and preservatives, your pup is sure to love the honey and oat taste and satisfying cruuunch! Each bag of treats is made in the USA from human-grade products.",,$6.49,,,,,,,
https://www.chewy.com/hartz-dura-play-bone-squeaky-latex/dp/110535,Hartz Dura Play Bone Squeaky Latex Dog Toy,Hartz,"Give fetch a new feel with the Hartz Dura Play Bone Dog Toy. Made from a natural latex, this toy provides long-lasting fun with a unique foam technology that is ultra-durable. It’s an unmatched chew experience for you furry friend—especially with an enticing bacon scent! Just be warned, he might not want to hand it back over when it's time for the next throw. It’s fun to toss and bounce, and it even floats in water. Soft and flexible to the touch, it’s perfect for dogs of all ages, including senior dogs and teething puppies.",,$8.40,,,,,,,
https://www.chewy.com/ketogenic-pet-food-beef-heart-liver/dp/289729,"Ketogenic Pet Food Beef Heart & Liver Freeze-Dried Dog & Cat Food, 19.5-oz canister",Ketogenic Pet Food,"Carnivorous companions of all shapes and sizes will love finding this meaty meal in their food bowl. Ketogenic Pet Foods Beef Heart & Liver Freeze-Dried Food is packed with protein and other essential nutrients, making it the perfect way to fuel your beloved pet. Unlike many other pet foods, it’s free of added starches. The super beefy recipe includes additional nutritious oils for a more well-rounded micronutrient content. Playmates will also love the unforgettable flavor, while you can appreciate what it does for their health. Equal parts tasty and wholesome, this freeze-dried food is sure to become a favorite with your furry family.",,$44.99,,,,,,,
https://www.chewy.com/natures-logic-beef-femur-slices-dog/dp/115816,Nature's Logic Beef Femur Slices Dog Treats,Nature's Logic,"Nature’s Logic Beef Femur Treats are made from only all-natural, Midwest beef sources and cattle-graded USDA Prime. These delicious treats are great for carnivore-appropriate recreational chewing and for promoting good dental hygiene. Plus, they’re made in the USA without potatoes, peas, lentils, wheat, corn, rice, soy, potato or chemically synthesized vitamins, minerals, trace nutrients, carrageenan, guar gum or xanthan gum.",,$12.99,,,,,,,
https://www.chewy.com/frisco-holiday-springs-cat-toy-10/dp/259810,"Frisco Holiday Springs Cat Toy, 10 count",Frisco,"Get holiday ready with a 10-pack of bouncy stocking stuffers to put a spring in your kitty’s step. They come in two festive colors—of course, red and green—and they’re guaranteed to get playful kitties bouncing and pouncing around the house. Give your cat a super special gift that they’ll love to stalk this year.",,$3.59,,,,,,,
https://www.chewy.com/petkind-tripe-dry-grain-free-green/dp/118644,PetKind Tripe Dry Grain-Free Green Beef Tripe Formula Dry Dog Food,PetKind,"PetKind’s Green Beef Tripe Formula Dry Dog Food is made with fresh, quality ingredients like green beef tripe and organic quinoa. Green tripe is the unbleached, nutrient rich stomach lining of grass-fed cows containing essential fatty acids and digestive juices important for your pet’s health. 70% of the protein in green tripe is composed of seven major amino acids that help maintain muscle and joint health, metabolize sugars and fats, and support a strong immune system. The Tripe Dry Formula allows the fresh and wholesome ingredients to speak the loudest, providing exceptional nutrition for your pet.",,$28.99,,,,,,,
https://www.chewy.com/let-lighting-2x24w-miro-4-t5-high/dp/263856,"LET Lighting 2x24W Miro-4 T5 High-Output Dimmable Retrofit Kit, 24-in",LET Lighting,"With the LET Lighting 2x24W Miro-4 T5 High-Output Dimmable Retrofit Kit, you can ensure that your aquarium is always perfectly lit. This two-bulb kit is easy to install. It’s suitable as a main lighting source, or add it to your existing lighting to get just the look that you want. The kit includes everything you need, from the ballast and end caps to reflectors and lamp clips. You can even mix and match sizes, using two bulbs in one size and two bulbs in another to create the perfect setting for your fish friends. Thanks to the dimmable feature, you can control the intensity of the T5 bulbs from 0 to 10 volts input for ideal mood lighting.",,$99.95,,,,,,,
https://www.chewy.com/shires-equestrian-products-aubrion/dp/664710,Shires Equestrian Products Aubrion Highgate Short Sleeve Horse Riding Base Layer,Shires Equestrian Products,"**Remember to measure for the perfect fit.** The Shires Equestrian Products Aubrion Highgate Short Sleeve Horse Riding Base Layer is a perfect choice for schooling rides. The quarter-zip design makes for an easy on and off and the fabric offers UPF 50+ protection, perfect for those sunny day schooling rides. The fitted shape is flattering, and flatlock seams help to prevent bulk. The shirt even features a concealed zip pocket for your phone.",,$49.99,,,,,,,
https://www.chewy.com/zimecterin-ivermectin-oral-paste/dp/304015,Zimecterin (Ivermectin) Oral Paste Horse Dewormer,Zimecterin,"**For use in animals only. Warning: FDA HAS NOT APPROVED Ivermectin for preventing or treating COVID-19 in humans.** A single, oral dose of Zimecterin Ivermectin Paste Horse Treatment can help you treat and control parasites in your horse, including large and small strongyle, pinworms, ascardis, hairworms, large mouth stomach worms, bots, lungworms, intestinal threadworms, and summer sores. Zimecterin Ivermectin Paste Horse Treatment is also effective in treating your horse’s dermatitis brought on by neck threadworm microfilariae. Safe horses of all ages and classes, it can even be given to your pregnant mare or stallion you’re wanting to stud.

**Animal ivermectin products are very different from those approved for humans. Use of animal ivermectin for the prevention or treatment of COVID-19 in humans is dangerous. [Click here](https://www.fda.gov/consumers/consumer-updates/why-you-should-not-use-ivermectin-treat-or-prevent-covid-19) for more information about Ivermectin and COVID-19.**",,$10.99,,,,,,,
https://www.chewy.com/kaytee-midwest-regional-wild-bird/dp/242798,Kaytee Midwest Regional Wild Bird Food,Kaytee,"Kaytee Midwest Regional Wild Bird Food is designed to specifically attract songbirds in the Midwest region, so you’ll get to listen to some beautiful tunes from your feathered friends. This blend of sunflower hearts and chips, red millet, white millet and more is highly attractive to birds. It includes the seed types and shapes that regional songbirds tend to prefer. Draw birds to your backyard with this unique blend, then sit back and listen as they send out tweets to their friends.",,$15.82,,,,,,,
https://www.chewy.com/credelio-chewable-tablet-dogs-44-6/dp/175370,"Credelio Chewable Tablet for Dogs, 4.4-6 lbs, (Yellow Box)",Credelio,"Credelio is a chewable tablet that's easy on dogs and tough on ticks and fleas. This monthly prescription kills ticks and fleas, treats flea infestations and treats and controls tick infestations. Credelio starts working in just 4 hours and provides 100% monthly efficacy against fleas and more than 97% monthly efficacy against ticks. Credelio is approved for puppies and dogs 8 weeks of age and older that weigh 4.4 pounds or more.

**Proudly sourced directly from the manufacturer or their approved distributor. Guaranteed genuine and backed by the manufacturer.**",,$22.99,,,,,,,
https://www.chewy.com/uckele-jiaogulan-circulation-support/dp/258503,"Uckele Jiaogulan Circulation Support Powder Horse Supplement, 1-lb bag",Uckele,"Help your horse stay healthy during stressful events with Uckele Jiaogulan Horse Supplement. This supplement was made to help support your horse’s overall health including his circulatory, endocrine, immune and respiratory systems. It features jiaogulan, a potent antioxidant that may offer a variety of benefits including improved circulation, healthy hooves and regulation of mood, insulin and glucose. It also helps fight oxidative stress and boost your horse’s immune system. Jiaogulan offers well-rounded nutrition when your horse is experiencing stress. Simply serve as a palatable top dressing to his regular feed—each one-pound bag offers up to 65 days of support.",,$32.95,,,,,,,
https://www.chewy.com/pets-first-nfl-seattle-seahawks-dog/dp/735798,"Pets First NFL Seattle Seahawks Dog Bed, Multicolor",Pets First,"Give your furry fan the paw-fect spot to watch the game with the Pets First NFL Seattle Seahawks Dog Bed. This officially licensed NFL dog bed features a fun stitched football plus an embroidered Seahawks logo. This fan-favorite bed was made with your pal’s warmth and comfort in mind—the soft plush cover is stuffed with cozy polyfill for a quality sleeping experience. And best of all, the entire bed is machine washable for easy cleanups.",,$31.26,,,,,,,
https://www.chewy.com/blueberry-pet-3m-pattern-polyester/dp/234317,Blueberry Pet 3M Pattern Polyester Reflective Dog Collar,Blueberry Pet,"Turn nighttime walks into a runway strut with the Blueberry Pet 3M Reflective Pattern Dog Collar. Available in a variety of equally vibrant and happy colors, you can choose your favorite or go with multiples to switch up your pet’s look. Each collar is made to last from high-density polyester webbing, with neoprene padding at the bottom for an ultra-comfortable fit—and bonus points go the easy on/off buckles, which are made from eco-friendly plastic. The collars are fully adjustable for a perfect fit, with a D-ring for the leash and the reflective threads allow visibility when the sun goes down.",,$18.99,,,,,,,
https://www.chewy.com/honest-kitchen-whole-grain-chicken/dp/715398,"The Honest Kitchen Whole Grain Chicken Recipe Dehydrated Food + Food Clusters Whole Grain Chicken & Oat Recipe Dog Food, 20-lb bag",The Honest Kitchen,"The Honest Kitchen Whole Grain Chicken Recipe Dehydrated Dog Food, 10-lb box—The Honest Kitchen Whole Grain Chicken Recipe Dehydrated Dog Food is crafted with human-grade whole foods to provide your pet with some of the best nutrition possible! This whole grain recipe is formulated with uncompromising quality control standards using real, recognizable ingredients, like free-range chicken, that are gently dehydrated to maintain nutrient and taste. And to meet The Honest Kitchen’s 100% human-grade standard, the same whole foods you’d recognize in your own kitchen are used to make this recipe. Plus, this dog food is made in a human food facility! To serve, simply add warm water and wait three minutes for a tasty, homemade meal your canine companion will go head over tail for!

The Honest Kitchen Food Clusters Whole Grain Chicken & Oat Recipe Dog Food, 20-lb bag—When you care for your pets, you want to feed them food that will care for them right back. The Honest Kitchen Food Clusters Whole Grain Chicken & Oat Recipe Dehydrated Dog Food provides added nutrition and flavor to any mealtime. The clusters are made from cage-free chicken that’s been cold-pressed and dehydrated. This honest recipe is free of artificial flavors or preservatives, GMOs, gums, carrageenan, feed-grade ingredients, meat meals or fillers. The Honest Kitchen only offers human-grade food for your precious pooch, meaning the clusters are made from whole foods you’d recognize from your own kitchen.",,$158.25,,,,,,,
https://www.chewy.com/coziwow-2-story-wooden-small-pet-cage/dp/691470,"Coziwow 2-Tier Wooden Small Pet Cage, Grey",Coziwow,"The Coziwow 2-Tier Wooden Small Pet Cage gives your hamsters plenty of space to play and snooze. The first floor has lots of room to crawl around, then they can climb up the ramp to the second floor which is darker and paw-fect for naps. Wire mesh provides plenty of ventilation and great views—plus, you can open the roof to easily put your hamsters inside or remove them. There’s a metal plate inside the tray that helps to prevent leaks and makes for easy cleaning. This spacious cage is large enough to let multiple hammies live together.",,$119.98,,,,,,,
https://www.chewy.com/american-journey-active-life-formula/dp/240198,"American Journey Active Life Formula Small Breed Chicken, Brown Rice & Vegetables Recipe Adult Dry Dog Food",American Journey,"American Journey Protein and Grains Small Breed Chicken, Brown Rice and Vegetables Recipe Adult Dry Dog Food is crafted to fuel your dog’s day and satisfy their primal appetite for protein. When it comes to your dog’s food, there’s no need to overcomplicate what nature made simple—start with delicious chicken, and add in nutrient-dense fruits and vegetables, plus vitamins and minerals. It features nutrient-dense ingredients to help support higher energy in small breed dogs, plus there are no unnecessary extras like wheat, corn, soy or poultry by-product meals. Serve up a bowl of nutrition that’s made for more moments together, wherever your journey takes you.",,$30.66,,,,,,,
https://www.chewy.com/kenchii-show-gear-curved-ball-tip-dog/dp/272287,Kenchii Show Gear Curved Ball Tip Dog & Cat Shears,Kenchii,"Give your furry friends a fabulous new ‘do with the Kenchii Show Gear Curved Ball Tip Dog and Cat Shears. These high-quality shears feature anti-slip and micro-serrated blades to help you cut effortlessly through any type of hair. Designed for exceptional balance, the handles include two soft ring inserts for extra comfort and control as you style your furry pals. The beveled edge features high-carbon stainless steel and a satin finish for smooth durability. These curved shears, with removable finger rests and adjustable flat-screw assembly, make a quality addition to any professional or home grooming kit!",,$39.00,,,,,,,
https://www.chewy.com/mypet-windsor-extra-wide-arch-pet/dp/49557,MyPet Windsor Extra Wide Arch Pet Gate for Dogs & Cats,MyPet,"Keep your family safe and sound with MyPet's Windsor Extra Wide Arch Pet Gate for dogs and cats. Featuring a heavy-duty stainless-steel construction, the extra-wide gate adjusts to fit openings 38.3 to 72 inches wide, is 30 inches high and has a 25.5-inch walkthrough panel. This gate is specially designed to mount to a wall in your home for extra stability and comes with all hardware included. It can even mount to angled walls and thanks to the pivot points on the panels, you can easily position the gate too. This gate also comes with a childproof safety latch on both ends to give you peace of mind. Plus, the easy one-hand operation gate opens entirely from both sides.",,$87.18,,,,,,,
https://www.chewy.com/north-states-village-collection-large/dp/136988,North States Village Collection Large Bird Feeder,North States,"Adorable style is for the birds with the MyPet Village Collection Large Bird Feeder. Designed to resemble your choice of an authentic log cabin, cottage, or barn, this decorative feeder offers plenty of function too. Featuring clear, paned windows along the sides, it’s easy to monitor your seed levels at all times. Refills are a breeze with the lift-off chimney (or cupola on the barn), and the bottom perch is also removable when you need a quick clean out. Cheerful and bright, it’s sure to capture the attention of birds, giving you feathered feeding with a charming view.",,$34.20,,,,,,,
https://www.chewy.com/victor-select-chicken-meal-brown-rice/dp/120672,VICTOR Select Chicken Meal & Brown Rice Formula Dry Dog Food,VICTOR,"Give your pup a meal to be proud of with VICTOR Select Chicken Meal & Brown Rice Dry Dog Food. This diet is made with premium-quality chicken meal as the first ingredient and fortified with vitamins, minerals, essential fatty acids, protein and amino acids. It is also gluten-free and ideal for those dogs with allergies to other meat proteins. Made with all life stages in mind, Victor Select Chicken Meal & Brown Rice Dry Dog Food is a complete and balanced diet for your furry friend.",,$69.99,,,,,,,
https://www.chewy.com/benebone-zaggler-chicken-flavor-chew/dp/291535,Benebone Zaggler Chicken Flavor Chew Dog Toy,Benebone,"Help your canine companion satisfy his chewing cravings—and help keep him away from gnawing on your furniture—with Benebone’s Chicken Flavor Zaggler Chew Dog Toy. This chew toy zig zags when your pooch pushes it, which will help keep him amused and entertained all day long. It also features a raised design to help your pup easily grab the toy. This toy is made in the USA with a sturdy nylon material and is full of a drool-worthy flavor from real chicken!",,$12.78,,,,,,,
https://www.chewy.com/pet-n-shape-chik-n-retriever-roll-dog/dp/579502,Pet 'n Shape Chik 'n Retriever Roll Dog Treats,Pet 'n Shape,"Treat your furry family member to a hide-free chew built for taste with Pet 'n Shape Chik 'n Retriever Roll Dog Treats! These naturally delicious treats are individually hand rolled and crafted with premium ingredients including real, high-quality chicken. Designed to give your pup more of what they want and less of what you don't, these chews are packed with gnaw-some flavor and don’t contain rawhide, preservatives or grains. Plus, they’re paw-fect for dogs of all breeds and sizes!",,$23.99,,,,,,,
https://www.chewy.com/solid-gold-natures-harmony-chicken/dp/739118,"Solid Gold Nature's Harmony Chicken & Tuna Recipe in Gravy Grain-Free Wet Cat Food, 2.8-oz can, case of 12, 2 count",Solid Gold,"Keep your kitty’s tummy in purr-fect harmony with Solid Gold Nature's Harmony Chicken & Tuna Recipe in Gravy Grain-Free Wet Cat Food. This tasty entree is great for cats with sensitive stomachs. Each bite is packed with chicken broth, lean chicken shreds, tuna and a savory gravy that helps hydrate your favorite feline. The nutrient-rich recipe is low on calories without sacrificing the whisker-licking flavor cats love. Plus, it’s great for cats of all ages! Serve it alone or as a tasty topper with your cat’s favorite kibble.",,$45.36,,,,,,,
https://www.chewy.com/zesty-paws-lil-zesties-mobility/dp/275877,Zesty Paws Lil' Zesties Mobility Squares Chicken Flavored Soft Chews Hip & Joint Supplement for Dogs,Zesty Paws,"Help your furry friend fetch with the best of them with Zesty Paws Lil' Zesties Mobility Squares Chicken Flavored Soft Chews Joint Supplement for Dogs! With a blend of glucosamine, chondroitin, green-lipped mussel and OptiMSM, a clinically studied form of MSM, these ingredients support hip, joint and cartilage health to keep your pup feeling her bouncy best. This functional chewable dog supplement features OptiMSM, a form of MSM that provides premium muscular support, plus glucosamine HCl and chondroitin sulfate to support hips, joints, connective tissue and cartilage for dogs. Each chew of these functional supplements also includes green-lipped mussels for your canine pet.",,$16.97,,,,,,,
